mileage,mpg_city,feature_list,make,mpg_highway,stock_number,location,year,model,type,price
36K,21,"Rear View Camera, Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Buick,32,14253568,Newport News,2014,Verano,sedan,"$13,998"
114K,17,"Touring Package, Leather Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera",Buick,27,14048786,Newport News,2010,LaCrosse CXS,sedan,"$13,998"
67K,24,"Leather Seats, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Kia,35,14421722,Newport News,2013,Optima EX,sedan,"$13,599"
27K,30,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,39,14388020,Newport News,2014,Sentra SV,sedan,"$12,998"
23K,28,"Convenience Package, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Mazda,40,14179431,Newport News,2013,Mazda3 i SV,sedan,"$12,998"
15K,27,"Premium Package, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,37,14387692,Newport News,2014,Accent GLS,sedan,"$12,998"
45K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14387234,Newport News,2014,Elantra SE,sedan,"$12,998"
41K,19,"Cold Weather Package, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Chrysler,29,14234048,Newport News,2013,200 Touring,sedan,"$12,998"
34K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14387231,Newport News,2014,Cruze LS,sedan,"$12,998"
56K,0,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Toyota,0,14342715,Newport News,2013,Corolla LE,sedan,"$12,599"
14K,0,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Nissan,0,14233636,Newport News,2016,Versa S Plus,sedan,"$12,599"
29K,25,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Kia,36,14234194,Newport News,2014,Forte LX,sedan,"$12,599"
58K,26,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Toyota,34,14199832,Newport News,2013,Corolla L,sedan,"$11,998"
10K,0,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Nissan,0,14342400,Newport News,2016,Versa S,sedan,"$11,998"
64K,24,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Hyundai,35,14342646,Newport News,2012,Sonata GLS,sedan,"$11,998"
35K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Hyundai,36,14234634,Newport News,2010,Accent GLS,sedan,"$10,599"
94K,26,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Toyota,34,14048400,Newport News,2011,Corolla LE,sedan,"$9,998"
120K,25,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Honda,36,14048886,Newport News,2009,Civic LX,sedan,"$9,998"
107K,25,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Honda,36,14289398,Newport News,2010,Civic LX,sedan,"$9,998"
96K,25,"Premium Package, Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control",Hyundai,33,14295217,Newport News,2008,Elantra SE,sedan,"$9,599"
118K,22,"Convenience Package, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Chevrolet,30,14343272,Newport News,2008,Malibu LT,sedan,"$8,998"
44K,24,"Turbo Charged Engine, Leatherette Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Volkswagen,36,13736828,Newport News,2015,Passat Wolfsburg Edition,sedan,"$13,599"
25K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14422540,Potomac Mills,2014,Sonata GLS,sedan,"$14,998"
65K,17,"Auto Cruise Control, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",Hyundai,25,14273020,Potomac Mills,2011,Genesis,sedan,"$14,998"
8K,28,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Hyundai,38,14060613,Potomac Mills,2016,Elantra SE,sedan,"$14,998"
27K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14289607,Potomac Mills,2014,Civic LX,sedan,"$14,998"
23K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14422505,Potomac Mills,2015,Malibu LS,sedan,"$14,998"
21K,25,"Convenience Package, Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input",Chevrolet,36,14253346,Potomac Mills,2014,Malibu LT,sedan,"$14,998"
6K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,13963731,Potomac Mills,2015,Malibu LS,sedan,"$14,998"
42K,27,,Nissan,38,14422631,Potomac Mills,2014,Altima S,sedan,"$14,599"
30K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14322493,Potomac Mills,2014,Altima S,sedan,"$14,599"
43K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14163138,Potomac Mills,2015,Altima S,sedan,"$14,599"
33K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14422541,Potomac Mills,2014,Sonata GLS,sedan,"$14,599"
11K,26,"Convenience Package, Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,38,14422436,Potomac Mills,2015,Cruze LT,sedan,"$14,599"
25K,25,"Parking Sensors, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,36,14387798,Potomac Mills,2014,Malibu LS,sedan,"$14,599"
40K,26,"Turbo Charged Engine, Leather Seats, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Chevrolet,38,14053655,Potomac Mills,2015,Cruze LT,sedan,"$14,599"
50K,18,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,29,14127123,Potomac Mills,2013,Impala LT,sedan,"$14,599"
34K,29,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Toyota,38,14387719,Potomac Mills,2014,Corolla LE,sedan,"$13,998"
28K,29,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Toyota,38,14199833,Potomac Mills,2014,Corolla LE,sedan,"$13,998"
37K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14421415,Potomac Mills,2014,Altima S,sedan,"$13,998"
34K,29,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14387611,Potomac Mills,2016,Sentra S,sedan,"$13,998"
112K,27,,Scion,33,14342992,Newport News,2008,XD,sedan,"$7,998"
38K,27,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Nissan,38,14254212,Potomac Mills,2014,Altima S,sedan,"$13,998"
41K,27,"Sport Package, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Nissan,38,14254221,Potomac Mills,2014,Altima S,sedan,"$13,998"
79K,34,"Leather Seats, Panoramic Sunroof, Infinity Sound System, Rear View Camera, Navigation System",Hyundai,39,14423625,Potomac Mills,2011,Sonata Hybrid,sedan,"$13,998"
31K,24,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,35,14255618,Potomac Mills,2013,Sonata GLS,sedan,"$13,998"
38K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14422679,Potomac Mills,2014,Civic LX,sedan,"$13,998"
44K,30,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Honda,39,14255105,Potomac Mills,2014,Civic LX,sedan,"$13,998"
26K,19,"Leather Seats, Boston Sound System, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Chrysler,29,14253634,Potomac Mills,2014,200 Limited,sedan,"$13,998"
33K,19,"Leather Seats, Sunroof(s), Boston Sound System, Navigation System, Front Seat Heaters",Chrysler,29,14252823,Potomac Mills,2014,200 Limited,sedan,"$13,998"
14K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14422425,Potomac Mills,2015,Cruze LS,sedan,"$13,998"
28K,25,"Parking Sensors, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,36,14387803,Potomac Mills,2014,Malibu LS,sedan,"$13,998"
46K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,36,14387808,Potomac Mills,2014,Malibu LS,sedan,"$13,998"
15K,26,"Convenience Package, Technology Package, Turbo Charged Engine, Rear View Camera, Cruise Control",Chevrolet,38,14422450,Potomac Mills,2014,Cruze LT,sedan,"$13,998"
24K,28,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,38,14422463,Potomac Mills,2014,Elantra SE,sedan,"$13,599"
33K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14422464,Potomac Mills,2015,Elantra SE,sedan,"$13,599"
49K,24,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,35,14387617,Potomac Mills,2013,Sonata GLS,sedan,"$13,599"
23K,23,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Dodge,35,14421475,Potomac Mills,2014,Dart SXT,sedan,"$13,599"
73K,33,"Leather Seats, Sunroof(s), JBL Sound System, Navigation System, Front Seat Heaters",Toyota,34,14266680,Potomac Mills,2008,Camry Hybrid,sedan,"$12,998"
22K,30,"Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control, Side Airbags",Nissan,39,14422813,Potomac Mills,2013,Sentra S,sedan,"$12,998"
23K,24,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Kia,36,14386785,Potomac Mills,2014,Forte EX,sedan,"$12,998"
32K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14322312,Potomac Mills,2014,Elantra SE,sedan,"$12,998"
26K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14422434,Potomac Mills,2014,Cruze LT,sedan,"$12,998"
29K,26,"Convenience Package, Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chevrolet,38,14422448,Potomac Mills,2014,Cruze LT,sedan,"$12,998"
20K,26,"Turbo Charged Engine, Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler",Chevrolet,38,14422426,Potomac Mills,2014,Cruze LT,sedan,"$12,998"
22K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Chevrolet,35,14253528,Potomac Mills,2014,Cruze LS,sedan,"$12,998"
12K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Chevrolet,35,14378495,Potomac Mills,2014,Cruze LS,sedan,"$12,998"
64K,28,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,38,14314776,Potomac Mills,2012,Elantra Limited,sedan,"$12,599"
44K,28,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Honda,39,14332857,Potomac Mills,2012,Civic LX,sedan,"$12,599"
29K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14253524,Potomac Mills,2014,Cruze LT,sedan,"$12,599"
48K,28,"Sunroof(s), Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Mazda,40,13755763,Potomac Mills,2013,Mazda3 I Touring,sedan,"$11,998"
37K,25,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Kia,36,14321795,Potomac Mills,2014,Forte LX,sedan,"$11,998"
41K,27,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Kia,37,14053453,Potomac Mills,2016,Rio LX,sedan,"$11,998"
54K,28,"Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Hyundai,38,14322532,Potomac Mills,2013,Elantra GLS,sedan,"$11,998"
79K,28,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Honda,39,14126637,Potomac Mills,2012,Civic LX,sedan,"$11,998"
47K,22,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Chevrolet,35,14407563,Potomac Mills,2012,Cruze LS,sedan,"$11,998"
26K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14255128,Potomac Mills,2014,Cruze LT,sedan,"$11,998"
48K,22,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Chevrolet,35,14255133,Potomac Mills,2014,Cruze LS,sedan,"$11,599"
82K,17,"Leather Seats, Sunroof(s), Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Chevrolet,26,14127288,Potomac Mills,2009,Malibu LTZ,sedan,"$10,998"
89K,26,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",Toyota,34,14053214,Potomac Mills,2010,Corolla S,sedan,"$10,599"
88K,0,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Chevrolet,0,14180550,Potomac Mills,2009,Malibu LT,sedan,"$9,998"
64K,18,"Cruise Control, Rear Spoiler, Air Conditioning, Power Locks, Power Mirrors",Pontiac,28,13810941,Potomac Mills,2007,Grand Prix,sedan,"$8,998"
47K,24,"Auto Cruise Control, 4WD/AWD, Leather Seats, Sunroof(s), Harman Kardon Sound",Subaru,32,14054246,Charlottesville,2013,Legacy 2.5i Limited,sedan,"$18,998"
23K,27,"Technology Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Nissan,38,14418192,Charlottesville,2014,Altima SL,sedan,"$18,998"
19K,23,"Premium Package, Technology Package, Leather Seats, Panoramic Sunroof, Infinity Sound System",Kia,34,14093840,Charlottesville,2014,Optima EX,sedan,"$18,998"
48K,44,"Luxury Package, Technology Package, Auto Cruise Control, Leather Seats, Sunroof(s)",Ford,41,14053196,Charlottesville,2015,Fusion Hybrid SE,sedan,"$18,998"
14K,24,"Premium Package, Technology Package, Leather Seats, Rear View Camera, Navigation System",Acura,35,14421233,Charlottesville,2014,ILX,sedan,"$18,998"
23K,27,"Technology Package, Leather Seats, Sunroof(s), Rear View Camera, Navigation System",Nissan,38,14422664,Charlottesville,2014,Altima SL,sedan,"$18,599"
47K,18,"4WD/AWD, Leather Seats, Rear View Camera, Navigation System, Front Seat Heaters",Chrysler,27,14199682,Charlottesville,2014,300,sedan,"$18,599"
34K,0,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels",Honda,0,14322262,Charlottesville,2014,Accord Sport,sedan,"$17,998"
22K,25,"Premium Package, Leather Seats, Sunroof(s), Pioneer Sound System, Rear View Camera",Chevrolet,36,14255229,Charlottesville,2015,Malibu LT,sedan,"$17,998"
30K,24,"Premium Package, Technology Package, Leather Seats, Rear View Camera, Navigation System",Acura,35,14387525,Charlottesville,2014,ILX,sedan,"$17,998"
14K,24,"Premium Package, Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s)",Acura,35,14387499,Charlottesville,2014,ILX,sedan,"$17,998"
16K,24,"Leather Seats, Rear View Camera, Front Seat Heaters, Sunroof(s), Auxiliary Audio Input",Acura,35,14127043,Charlottesville,2014,ILX,sedan,"$17,998"
37K,22,"Turbo Charged Engine, Leatherette Seats, Navigation System, Front Seat Heaters, Cruise Control",Volkswagen,31,13908940,Charlottesville,2013,CC Sport Plus,sedan,"$17,599"
39K,25,"Sunroof(s), Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input",Toyota,35,14053902,Charlottesville,2014,Camry SE Sport,sedan,"$17,599"
13K,26,"Turbo Charged Engine, Leather Seats, Sunroof(s), Pioneer Sound System, Parking Sensors",Chevrolet,38,14294488,Charlottesville,2014,Cruze LTZ,sedan,"$17,599"
26K,21,"Convenience Package, Parking Sensors, Cruise Control, Auxiliary Audio Input, Overhead Airbags",Chevrolet,31,14422498,Charlottesville,2014,Impala LS,sedan,"$16,998"
41K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Mazda,40,14267453,Charlottesville,2015,Mazda3 I Touring,sedan,"$16,998"
32K,27,,Honda,36,14482307,Charlottesville,2014,Accord LX,sedan,"$16,599"
24K,22,"Leather Seats, Sunroof(s), Alpine Sound System, Rear View Camera, Navigation System",Dodge,31,14053656,Charlottesville,2014,Dart GT,sedan,"$16,599"
11K,30,,Mazda,41,14387811,Charlottesville,2014,Mazda3 i Sport,sedan,"$15,998"
33K,23,"Premium Package, Leather Seats, Panoramic Sunroof, Infinity Sound System, Rear View Camera",Kia,34,14321826,Charlottesville,2014,Optima EX,sedan,"$15,998"
24K,29,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler",Honda,37,14422351,Charlottesville,2015,Fit EX,sedan,"$15,998"
35K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,14333813,Charlottesville,2014,Accord LX,sedan,"$15,998"
35K,30,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,13963835,Charlottesville,2014,Civic EX,sedan,"$15,998"
44K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Honda,36,13962507,Charlottesville,2013,Accord LX,sedan,"$15,998"
14K,27,"Sport Package, Cold Weather Package, Leather Seats, Parking Sensors, Rear View Camera",Ford,40,14482244,Charlottesville,2016,Focus SE,sedan,"$15,998"
43K,23,"Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Front Seat Heaters",Ford,36,14421513,Charlottesville,2014,Fusion SE,sedan,"$15,998"
28K,26,"Turbo Charged Engine, Leather Seats, Sunroof(s), Pioneer Sound System, Rear View Camera",Chevrolet,38,14387455,Charlottesville,2014,Cruze LTZ,sedan,"$15,599"
20K,27,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",Nissan,38,14387416,Charlottesville,2014,Altima S,sedan,"$14,998"
26K,30,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",Mazda,41,14053858,Charlottesville,2014,Mazda3 i Sport,sedan,"$14,998"
16K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14387609,Charlottesville,2014,Sonata GLS,sedan,"$14,998"
12K,24,"Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Hyundai,35,14226859,Charlottesville,2014,Sonata GLS,sedan,"$14,998"
30K,28,"Sunroof(s), Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Honda,39,14255112,Charlottesville,2013,Civic EX,sedan,"$14,998"
24K,26,"Convenience Package, Turbo Charged Engine, Sunroof(s), Pioneer Sound System, Parking Sensors",Chevrolet,38,14052915,Charlottesville,2015,Cruze LT,sedan,"$14,998"
20K,21,"Rear View Camera, Satellite Radio Ready, Auxiliary Audio Input, Overhead Airbags, ABS Brakes",Buick,32,14422564,Charlottesville,2014,Verano,sedan,"$14,998"
18K,23,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Volkswagen,29,14481764,Charlottesville,2014,Jetta S,sedan,"$12,998"
23K,30,"Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",Nissan,39,14322628,Charlottesville,2014,Sentra S,sedan,"$12,998"
28K,28,"Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",Hyundai,38,14388168,Charlottesville,2014,Elantra SE,sedan,"$12,998"
45K,19,"Leather Seats, Boston Sound System, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Chrysler,29,14253640,Charlottesville,2014,200 Limited,sedan,"$12,998"
23K,27,,Chevrolet,37,14053855,Charlottesville,2016,Sonic LT,sedan,"$12,998"
34K,24,"Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Kia,36,14322542,Charlottesville,2014,Forte EX,sedan,"$12,599"
40K,27,"Cruise Control, Auxiliary Audio Input, Rear Spoiler, Overhead Airbags, Traction Control",Nissan,34,14169086,Charlottesville,2012,Sentra S,sedan,"$11,998"
43K,20,"Sunroof(s), Navigation System, Cruise Control, Auxiliary Audio Input, Alloy Wheels",Chrysler,31,14127232,Charlottesville,2012,200 Touring,sedan,"$11,998"
108K,24,"Leather Seats, Panoramic Sunroof, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",Hyundai,35,14052940,Charlottesville,2012,Sonata Limited,sedan,"$11,599"
115K,19,"Leather Seats, Front Seat Heaters, A/C Seat(s), Sunroof(s), Auxiliary Audio Input",Lexus,27,14127191,Charlottesville,2007,ES 350,sedan,"$10,998"
21K,28,"Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags, Traction Control",Chevrolet,37,14053983,Charlottesville,2013,Spark LS,sedan,"$10,998"
104K,25,"Cruise Control, Overhead Airbags, Side Airbags, Air Conditioning, ABS Brakes",Honda,36,14407331,Charlottesville,2007,Civic LX,sedan,"$9,998"
12K,26,"Turbo Charged Engine, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",Chevrolet,38,14422446,Charlottesville,2015,Cruze LT,sedan,"$13,998"
39K,19,"Leather & Suede Seats, Boston Sound System, Navigation System, Front Seat Heaters, Cruise Control",Chrysler,29,14053492,Charlottesville,2012,200 S,sedan,"$13,998"
87K,21,"Cruise Control, Auxiliary Audio Input, Overhead Airbags, Side Airbags, Air Conditioning",Chrysler,30,14053860,Charlottesville,2010,Sebring Touring,sedan,"$9,599"
